,Country,Confirmed,Deaths,Recovered,Active,Cardio Death Rate,Diabetes Percentage,Obesity,Undernourished,PopMale,PopFemale,PopTotal,Total Population,Clusters
134,Trinidad and Tobago,0.008315596977423874,0.0005734894467188878,0.007455362807345541,0.0002867447233594439,0.22846704383712044,10.97,19.7,5.5,1.6111469143758752,2.31496183786163,3.926108752237505,1394.9689999999996,1
135,Tunisia,0.008824494402217891,0.00038478900009671036,0.005643572001418419,0.0027961334007027623,0.3189907945296414,8.52,27.3,4.3,1.35193477467312,1.8407023134626304,3.19263708813575,11694.720999999998,1
136,Turkey,0.16434813123355596,0.004481622453285678,0.10725209337256016,0.05261441540771011,0.17128541095027935,12.13,32.2,1.0,1.315560553941001,2.0037802647206524,3.3193408186616526,83429.607,1
137,Uganda,0.00026203090622914556,0.0,0.00012423879174657765,0.00013779211448256793,0.21333265860811432,2.5,4.1,41.0,0.1854455972223098,0.3384671286858853,0.5239127259081953,44269.58699999999,0
138,Ukraine,0.0334366490176774,0.0008546689347822366,0.006612318966174273,0.025969661116720888,0.5398490695683262,7.11,26.1,3.5,2.0041895598416346,5.1048488982828735,7.109038458124505,43993.643,1
139,United Arab Emirates,0.1782606176985763,0.0018934497487648058,0.04395873876186399,0.1324084291879475,0.3178397306979854,17.26,29.9,2.6,0.20528065735662548,0.09582902701451283,0.3011096843711383,9770.526,1
140,Uruguay,0.02027887204407275,0.0005199710780531474,0.014819175724514704,0.004939725241504901,0.16070843138209118,6.93,28.9,1.0,2.397442204492493,4.8043016629541695,7.201743867446663,3461.7309999999998,2
141,Uzbekistan,0.0071221281246290555,3.0319830245334422e-05,0.005597040663288734,0.0014947676310949867,0.7244166948686293,7.57,15.3,6.3,0.6156896328768834,0.9126147624524678,1.5283043953293514,32981.715000000004,1
142,Venezuela,0.0014097433393923074,3.506824227344048e-05,0.0006662966031953692,0.0007083784939234979,0.2048502770018036,6.47,25.2,21.2,1.09813395219897,1.602829081349871,2.7009630335488395,28515.828999999998,1
143,Vietnam,0.00029856283049505813,0.0,0.00024983903524065633,4.872379525440184e-05,0.2454645696932976,6.0,2.1,9.3,1.0656163558026326,2.031219346771895,3.0968357025745274,96462.10800000002,0
144,Yemen,0.00011659039483062882,2.4003904818070638e-05,3.429129259724377e-06,8.91573607528338e-05,0.4950026994069624,5.35,14.1,38.9,0.3509233719231538,0.4695815316973965,0.8205049036205503,29161.921999999995,0
145,Zambia,0.0014108925608674171,3.919146002409491e-05,0.0006270633603855186,0.0007446377404578035,0.2344992853191746,3.94,6.5,46.7,0.20685252600717305,0.4083022293110243,0.6151547553181972,17861.033999999996,0
146,Zimbabwe,0.00023898169762082795,2.7312194013808906e-05,6.145243653107005e-05,0.000150217067075949,0.30784619516291273,1.82,12.3,51.3,0.3162752066799072,0.6954025998340921,1.0116778065139993,14645.473,0
